,SA1_7DIGIT,Neighbour
88534,1145738,1145718
88535,1145738,1145725
88536,1145738,1145712
88537,1145738,1145708
88538,1145738,1145704
88539,1145738,1146429
88540,1145738,1146409
88541,1145738,1145723
88542,1145739,1145705
88543,1145739,1145709
88544,1145739,1145717
88545,1145739,1145707
88546,1145740,1145848
88547,1145740,1145737
88548,1145740,1146408
88549,1145740,1145741
88550,1145740,1145723
88551,1145740,1145819
88552,1145741,1146409
88553,1145741,1146408
88554,1145741,1145723
88555,1145741,1145740
88556,1145801,1145816
88557,1145801,1145802
88558,1145801,1145837
88559,1145801,1145838
88560,1145801,1145839
88561,1145801,1145842
88562,1145802,1145816
88563,1145802,1145801
88564,1145802,1145842
88565,1145803,1145841
88566,1145803,1145827
88567,1145803,1145805
88568,1145803,1145837
88569,1145803,1145804
88570,1145803,1145839
88571,1145804,1145806
88572,1145804,1145846
88573,1145804,1145827
88574,1145804,1145818
88575,1145804,1145805
88576,1145804,1145803
88577,1145805,1145846
88578,1145805,1145816
88579,1145805,1145803
88580,1145805,1145804
88581,1145805,1145839
88582,1145806,1145813
88583,1145806,1145808
88584,1145806,1145846
88585,1145806,1145827
88586,1145806,1145818
88587,1145806,1145804
88588,1145807,1145848
88589,1145807,1145813
88590,1145807,1145808
88591,1145807,1145844
88592,1145808,1145813
88593,1145808,1145807
88594,1145808,1145806
88595,1145808,1145846
88596,1145808,1145844
88597,1145809,1146810
88598,1145809,1146809
88599,1145809,1145811
88600,1145809,1145810
88601,1145809,1145849
88602,1145809,1145812
88603,1145810,1145811
88604,1145810,1145809
88605,1145810,1145848
88606,1145810,1145849
88607,1145810,1131222
88608,1145810,1131651
88609,1145811,1145809
88610,1145811,1145810
88611,1145811,1145848
88612,1145811,1145812
88613,1145811,1145820
88614,1145811,1145814
88615,1145811,1145813
88616,1145811,1145815
88617,1145812,1145822
88618,1145812,1145825
88619,1145812,1146805
88620,1145812,1146810
88621,1145812,1145811
88622,1145812,1145809
88623,1145812,1145840
88624,1145812,1145831
88625,1145812,1145830
88626,1145812,1145820
88627,1145813,1145811
88628,1145813,1145848
88629,1145813,1145814
88630,1145813,1145808
88631,1145813,1145807
88632,1145813,1145806
88633,1145813,1145818
88634,1145814,1145811
88635,1145814,1145813
88636,1145814,1145818
88637,1145814,1145815
88638,1145814,1145829
88639,1145815,1145811
88640,1145815,1145820
88641,1145815,1145814
88642,1145815,1145829
88643,1145816,1145846
88644,1145816,1145833
88645,1145816,1145845
88646,1145816,1145832
88647,1145816,1145826
88648,1145816,1145817
88649,1145816,1145802
88650,1145816,1145801
88651,1145816,1145805
88652,1145816,1145839
88653,1145816,1145842
88654,1145817,1145843
88655,1145817,1145833
88656,1145817,1145847
88657,1145817,1145826
88658,1145817,1145816
88659,1145818,1145814
88660,1145818,1145813
88661,1145818,1145806
88662,1145818,1145827
88663,1145818,1145828
88664,1145818,1145829
88665,1145818,1145804
88666,1145819,1145848
88667,1145819,1146408
88668,1145819,1145740
88669,1145819,1145821
88670,1145819,1145834
88671,1145819,1145847
88672,1145819,1145836
88673,1145820,1145811
88674,1145820,1145812
88675,1145820,1145830
88676,1145820,1145815
88677,1145820,1145829
88678,1145821,1145819
88679,1145821,1145847
88680,1145821,1145836
88681,1145821,1145832
88682,1145822,1145823
88683,1145822,1145825
88684,1145822,1145824
88685,1145822,1146805
88686,1145822,1145812
88687,1145823,1145822
88688,1145823,1145825
88689,1145823,1145824
88690,1145823,1146817
88691,1145823,1146819
88692,1145824,1145823
88693,1145824,1145822
88694,1145824,1146819
88695,1145824,1146805
88696,1145825,1145409
88697,1145825,1145823
88698,1145825,1145822
88699,1145825,1146817
88700,1145825,1145812
88701,1145825,1145835
88702,1145825,1145840
88703,1145825,1145841
88704,1145825,1146428
88705,1145825,1145842
88706,1145825,1145932
88707,1145825,1146427
88708,1145825,1145934
88709,1145825,1145408
88710,1145826,1145847
88711,1145826,1145832
88712,1145826,1145817
88713,1145826,1145816
88714,1145827,1145841
88715,1145827,1145806
88716,1145827,1145828
88717,1145827,1145818
88718,1145827,1145803
88719,1145827,1145804
88720,1145828,1145831
88721,1145828,1145841
88722,1145828,1145827
88723,1145828,1145818
88724,1145828,1145829
88725,1145829,1145831
88726,1145829,1145830
88727,1145829,1145820
88728,1145829,1145814
88729,1145829,1145828
88730,1145829,1145818
88731,1145829,1145815
88732,1145830,1145812
88733,1145830,1145831
88734,1145830,1145820
88735,1145830,1145829
88736,1145831,1145812
88737,1145831,1145840
88738,1145831,1145830
88739,1145831,1145841
88740,1145831,1145828
88741,1145831,1145829
88742,1145832,1146411
88743,1145832,1146428
88744,1145832,1145821
88745,1145832,1145847
88746,1145832,1145836
88747,1145832,1145826
88748,1145832,1145816
88749,1145832,1145842
88750,1145833,1145843
88751,1145833,1145844
88752,1145833,1145845
88753,1145833,1145817
88754,1145833,1145816
88755,1145834,1145848
88756,1145834,1145819
88757,1145834,1145843
88758,1145834,1145847
88759,1145835,1145825
88760,1145835,1145841
88761,1145835,1145842
88762,1145836,1146408
88763,1145836,1146411
88764,1145836,1145821
88765,1145836,1145819
88766,1145836,1145832
88767,1145837,1145841
88768,1145837,1145801
88769,1145837,1145803
88770,1145837,1145838
88771,1145837,1145839
88772,1145838,1145841
88773,1145838,1145801
88774,1145838,1145837
88775,1145838,1145842
88776,1145839,1145816
88777,1145839,1145801
88778,1145839,1145805
88779,1145839,1145803
88780,1145839,1145837
88781,1145840,1145825
88782,1145840,1145812
88783,1145840,1145831
88784,1145840,1145841
88785,1145841,1145825
88786,1145841,1145835
88787,1145841,1145840
88788,1145841,1145831
88789,1145841,1145827
88790,1145841,1145828
88791,1145841,1145803
88792,1145841,1145837
88793,1145841,1145838
88794,1145841,1145842
88795,1145842,1145825
88796,1145842,1145835
88797,1145842,1145841
88798,1145842,1146411
88799,1145842,1146428
88800,1145842,1145832
88801,1145842,1145816
88802,1145842,1145802
88803,1145842,1145801
88804,1145842,1145838
88805,1145842,1146427
88806,1145843,1145848
88807,1145843,1145834
88808,1145843,1145833
88809,1145843,1145844
88810,1145843,1145847
88811,1145843,1145817
88812,1145844,1145848
88813,1145844,1145808
88814,1145844,1145807
88815,1145844,1145846
88816,1145844,1145843
88817,1145844,1145833
88818,1145844,1145845
88819,1145845,1145846
88820,1145845,1145833
88821,1145845,1145844
88822,1145845,1145816
88823,1145846,1145808
88824,1145846,1145806
88825,1145846,1145844
88826,1145846,1145845
88827,1145846,1145816
88828,1145846,1145805
88829,1145846,1145804
88830,1145847,1145821
88831,1145847,1145819
88832,1145847,1145834
88833,1145847,1145843
88834,1145847,1145832
88835,1145847,1145826
88836,1145847,1145817
88837,1145848,1145811
88838,1145848,1145810
88839,1145848,1158121
88840,1145848,1145729
88841,1145848,1145728
88842,1145848,1145732
88843,1145848,1145736
88844,1145848,1145701
88845,1145848,1145737
88846,1145848,1145726
88847,1145848,1145813
88848,1145848,1145807
88849,1145848,1145740
88850,1145848,1145819
88851,1145848,1145834
88852,1145848,1145843
88853,1145848,1145844
88854,1145848,1131651
88855,1145849,1146809
88856,1145849,1146803
88857,1145849,1145809
88858,1145849,1145810
88859,1145849,1131222
88860,1145901,1145902
88861,1145901,1145909
88862,1145901,1145913
88863,1145901,1146407
88864,1145901,1146424
88865,1145902,1145901
88866,1145902,1145913
88867,1145902,1146424
88868,1145902,1145906
88869,1145902,1145903
88870,1145902,1146140
88871,1145903,1145902
88872,1145903,1145913
88873,1145903,1145906
88874,1145903,1145905
88875,1145903,1145929
88876,1145904,1145906
88877,1145904,1145912
88878,1145904,1145905
88879,1145905,1145913
88880,1145905,1145906
88881,1145905,1145904
88882,1145905,1145912
88883,1145905,1145903
88884,1145905,1145929
88885,1145906,1145902
88886,1145906,1146424
88887,1145906,1145907
88888,1145906,1145904
88889,1145906,1145912
88890,1145906,1145903
88891,1145906,1145905
88892,1145906,1146019
88893,1145906,1145920
88894,1145906,1146140
88895,1145907,1145906
88896,1145907,1145912
88897,1145907,1145911
88898,1145907,1146019
88899,1145907,1145920
88900,1145907,1145908
88901,1145907,1145923
88902,1145908,1145907
88903,1145908,1145920
88904,1145908,1145923
88905,1145909,1145901
88906,1145909,1145913
88907,1145909,1145932
88908,1145909,1146407
88909,1145909,1146424
88910,1145909,1146427
88911,1145910,1145911
88912,1145910,1145927
88913,1145910,1145928
88914,1145910,1145021
88915,1145910,1145923
88916,1145911,1145907
88917,1145911,1145912
88918,1145911,1145928
88919,1145911,1145929
88920,1145911,1145910
88921,1145911,1145923
88922,1145912,1145907
88923,1145912,1145906
88924,1145912,1145904
88925,1145912,1145911
88926,1145912,1145905
88927,1145912,1145928
88928,1145912,1145929
88929,1145912,1145923
88930,1145913,1145902
88931,1145913,1145901
88932,1145913,1145909
88933,1145913,1145931
88934,1145913,1145932
88935,1145913,1145903
88936,1145913,1145905
88937,1145913,1145929
88938,1145913,1145930
88939,1145914,1145933
88940,1145914,1145033
88941,1145914,1145915
88942,1145914,1145916
88943,1145914,1145924
88944,1145915,1145918
88945,1145915,1145033
88946,1145915,1145039
88947,1145915,1145916
88948,1145915,1145917
88949,1145915,1145914
88950,1145916,1145933
88951,1145916,1145915
88952,1145916,1145917
88953,1145916,1145914
88954,1145917,1145932
88955,1145917,1145918
88956,1145917,1145933
88957,1145917,1145915
88958,1145917,1145916
88959,1145918,1145932
88960,1145918,1145919
88961,1145918,1145927
88962,1145918,1145926
88963,1145918,1145930
88964,1145918,1145021
88965,1145918,1145039
88966,1145918,1145915
88967,1145918,1145917
88968,1145919,1145918
88969,1145919,1145927
88970,1145919,1145926
88971,1145920,1146304
88972,1145920,1145907
88973,1145920,1145906
88974,1145920,1146019
88975,1145920,1145908
88976,1145920,1145922
88977,1145920,1145923
88978,1145920,1145925
88979,1145920,1145921
88980,1145921,1145601
88981,1145921,1146304
88982,1145921,1145920
88983,1145921,1145922
88984,1145921,1145021
88985,1145921,1145925
88986,1145921,1145028
88987,1145921,1145027
88988,1145922,1145920
88989,1145922,1145925
88990,1145922,1145921
88991,1145923,1145907
88992,1145923,1145912
88993,1145923,1145911
88994,1145923,1145920
88995,1145923,1145908
88996,1145923,1145910
88997,1145923,1145021
88998,1145923,1145925
88999,1145924,1145933
89000,1145924,1145033
89001,1145924,1145934
89002,1145924,1145914
89003,1145925,1145920
89004,1145925,1145922
89005,1145925,1145021
89006,1145925,1145923
89007,1145925,1145921
89008,1145926,1145918
89009,1145926,1145919
89010,1145926,1145927
89011,1145927,1145932
89012,1145927,1145918
89013,1145927,1145919
89014,1145927,1145928
89015,1145927,1145926
89016,1145927,1145930
89017,1145927,1145910
89018,1145927,1145021
89019,1145928,1145912
89020,1145928,1145911
89021,1145928,1145927
89022,1145928,1145929
89023,1145928,1145930
89024,1145928,1145910
89025,1145929,1145913
89026,1145929,1145912
89027,1145929,1145903
89028,1145929,1145911
89029,1145929,1145905
89030,1145929,1145928
89031,1145929,1145930
89032,1145930,1145913
89033,1145930,1145931
89034,1145930,1145932
89035,1145930,1145918
89036,1145930,1145927
89037,1145930,1145928
89038,1145930,1145929
89039,1145931,1145913
89040,1145931,1145932
89041,1145931,1145930
89042,1145932,1145825
89043,1145932,1145909
89044,1145932,1145913
89045,1145932,1145931
89046,1145932,1146424
89047,1145932,1146427
89048,1145932,1145918
89049,1145932,1145927
89050,1145932,1145930
89051,1145932,1145933
89052,1145932,1145934
89053,1145932,1145917
89054,1145933,1145932
89055,1145933,1145934
89056,1145933,1145916
89057,1145933,1145917
89058,1145933,1145914
89059,1145933,1145924
89060,1145934,1145825
89061,1145934,1145932
89062,1145934,1145933
89063,1145934,1145033
89064,1145934,1145034
89065,1145934,1145035
89066,1145934,1145408
89067,1145934,1145924
89068,1146001,1146304
89069,1146001,1146003
89070,1146001,1146002
89071,1146001,1146025
89072,1146002,1146024
89073,1146002,1146001
89074,1146002,1146003
89075,1146002,1146021
89076,1146002,1146025
89077,1146002,1146026
89078,1146003,1146304
89079,1146003,1146001
89080,1146003,1146002
89081,1146003,1146005
89082,1146003,1146026
89083,1146004,1146304
89084,1146004,1146023
89085,1146004,1146005
89086,1146004,1146011
89087,1146005,1146304
89088,1146005,1146003
89089,1146005,1146023
89090,1146005,1146004
89091,1146005,1146011
89092,1146005,1146026
89093,1146006,1146024
89094,1146006,1146007
89095,1146006,1146022
89096,1146006,1146008
89097,1146006,1146020
89098,1146006,1146045
89099,1146006,1146019
89100,1146007,1146044
89101,1146007,1146022
89102,1146007,1146008
89103,1146007,1146006
89104,1146008,1146046
89105,1146008,1146015
89106,1146008,1146044
89107,1146008,1146007
89108,1146008,1146006
89109,1146008,1146045
89110,1146009,1146048
89111,1146009,1146032
89112,1146009,1146010
89113,1146009,1146013
89114,1146010,1146038
89115,1146010,1146032
89116,1146010,1146043
89117,1146010,1146014
89118,1146010,1146009
89119,1146010,1146013
89120,1146011,1146304
89121,1146011,1146036
89122,1146011,1146012
89123,1146011,1146005
89124,1146011,1146004
89125,1146011,1146026
89126,1146012,1146304
89127,1146012,1146027
89128,1146012,1146047
89129,1146012,1146036
89130,1146012,1146011
89131,1146013,1146048
89132,1146013,1146122
89133,1146013,1146014
89134,1146013,1146107
89135,1146013,1146010
89136,1146013,1146009
89137,1146013,1146108
89138,1146013,1146046
89139,1146013,1146015
89140,1146013,1146106
89141,1146014,1146043
89142,1146014,1146010
89143,1146014,1146013
89144,1146014,1146016
89145,1146014,1146015
89146,1146014,1146037
89147,1146015,1146014
89148,1146015,1146013
89149,1146015,1146046
89150,1146015,1146016
89151,1146015,1146044
89152,1146015,1146008
89153,1146016,1146043
89154,1146016,1146014
89155,1146016,1146015
89156,1146016,1146037
89157,1146016,1146044
89158,1146017,1146313
89159,1146017,1146030
89160,1146017,1146018
89161,1146017,1146048
89162,1146017,1146041
89163,1146017,1146049
89164,1146018,1146313
89165,1146018,1146017
89166,1146018,1146116
89167,1146018,1146048
89168,1146018,1146117
89169,1146019,1146304
89170,1146019,1146020
89171,1146019,1146006
89172,1146019,1146045
89173,1146019,1145907
89174,1146019,1145906
89175,1146019,1145920
89176,1146019,1146140
89177,1146019,1146105
89178,1146020,1146304
89179,1146020,1146024
89180,1146020,1146022
89181,1146020,1146006
89182,1146020,1146019
89183,1146021,1146024
89184,1146021,1146022
89185,1146021,1146002
89186,1146021,1146026
89187,1146022,1146044
89188,1146022,1146024
89189,1146022,1146007
89190,1146022,1146020
89191,1146022,1146006
89192,1146022,1146021
89193,1146022,1146026
89194,1146023,1146304
89195,1146023,1146005
89196,1146023,1146004
89197,1146024,1146304
89198,1146024,1146022
89199,1146024,1146020
89200,1146024,1146006
89201,1146024,1146002
89202,1146024,1146021
89203,1146024,1146025
89204,1146025,1146304
89205,1146025,1146024
89206,1146025,1146001
89207,1146025,1146002
89208,1146026,1146036
89209,1146026,1146037
89210,1146026,1146044
89211,1146026,1146022
89212,1146026,1146003
89213,1146026,1146002
89214,1146026,1146005
89215,1146026,1146021
89216,1146026,1146011
89217,1146027,1146033
89218,1146027,1146028
89219,1146027,1146047
89220,1146027,1146036
89221,1146027,1146012
89222,1146027,1146034
89223,1146028,1146027
89224,1146028,1146033
89225,1146028,1146031
89226,1146028,1146042
89227,1146028,1146047
89228,1146029,1146038
89229,1146029,1146033
89230,1146029,1146032
89231,1146029,1146043
89232,1146030,1146017
89233,1146030,1146048
89234,1146030,1146049
89235,1146030,1146031
89236,1146031,1146030
89237,1146031,1146048
89238,1146031,1146049
89239,1146031,1146033
89240,1146031,1146028
89241,1146031,1146032
89242,1146031,1146042
89243,1146032,1146048
89244,1146032,1146038
89245,1146032,1146033
89246,1146032,1146029
89247,1146032,1146031
89248,1146032,1146010
89249,1146032,1146009
89250,1146033,1146027
89251,1146033,1146028
89252,1146033,1146029
89253,1146033,1146032
89254,1146033,1146031
89255,1146033,1146043
89256,1146033,1146034
89257,1146034,1146027
89258,1146034,1146033
89259,1146034,1146043
89260,1146034,1146036
89261,1146035,1146304
89262,1146035,1146317
89263,1146035,1146039
89264,1146035,1146040
89265,1146035,1146041
89266,1146036,1146027
89267,1146036,1146043
89268,1146036,1146012
89269,1146036,1146037
89270,1146036,1146034
89271,1146036,1146011
89272,1146036,1146026
89273,1146037,1146043
89274,1146037,1146014
89275,1146037,1146016
89276,1146037,1146036
89277,1146037,1146044
89278,1146037,1146026
89279,1146038,1146029
89280,1146038,1146032
89281,1146038,1146043
89282,1146038,1146010
89283,1146039,1146304
89284,1146039,1146035
89285,1146039,1146040
89286,1146039,1146041
89287,1146039,1146042
89288,1146040,1146035
89289,1146040,1146039
89290,1146040,1146041
89291,1146041,1146317
89292,1146041,1146313
89293,1146041,1146017
89294,1146041,1146035
89295,1146041,1146039
89296,1146041,1146040
89297,1146041,1146049
89298,1146041,1146042
89299,1146042,1146304
89300,1146042,1146039
89301,1146042,1146041
89302,1146042,1146049
89303,1146042,1146028
89304,1146042,1146031
89305,1146042,1146047
89306,1146043,1146038
89307,1146043,1146033
89308,1146043,1146029
89309,1146043,1146014
89310,1146043,1146010
89311,1146043,1146016
89312,1146043,1146036
89313,1146043,1146037
89314,1146043,1146034
89315,1146044,1146016
89316,1146044,1146015
89317,1146044,1146037
89318,1146044,1146007
89319,1146044,1146022
89320,1146044,1146008
89321,1146044,1146026
89322,1146045,1146046
89323,1146045,1146106
89324,1146045,1146008
89325,1146045,1146006
89326,1146045,1146019
89327,1146045,1146140
89328,1146045,1146105
89329,1146046,1146013
89330,1146046,1146015
89331,1146046,1146106
89332,1146046,1146008
89333,1146046,1146045
89334,1146047,1146304
89335,1146047,1146027
89336,1146047,1146028
89337,1146047,1146042
89338,1146047,1146012
89339,1146048,1146030
89340,1146048,1146017
89341,1146048,1146018
89342,1146048,1146117
89343,1146048,1146122
89344,1146048,1146032
89345,1146048,1146031
89346,1146048,1146009
89347,1146048,1146013
89348,1146049,1146030
89349,1146049,1146017
89350,1146049,1146041
89351,1146049,1146031
89352,1146049,1146042
89353,1146101,1146109
89354,1146101,1146122
89355,1146101,1146123
89356,1146101,1146107
89357,1146101,1146108
89358,1146101,1146104
89359,1146102,1146131
89360,1146102,1146126
89361,1146102,1146132
89362,1146103,1146107
89363,1146103,1146106
89364,1146103,1146140
89365,1146103,1146105
89366,1146103,1146133
89367,1146103,1146104
89368,1146104,1146109
89369,1146104,1146107
89370,1146104,1146101
89371,1146104,1146115
89372,1146104,1146103
89373,1146104,1146133
89374,1146105,1146106
89375,1146105,1146045
89376,1146105,1146019
89377,1146105,1146140
89378,1146105,1146103
89379,1146106,1146107
89380,1146106,1146013
89381,1146106,1146046
89382,1146106,1146045
89383,1146106,1146105
89384,1146106,1146103
89385,1146107,1146013
89386,1146107,1146108
89387,1146107,1146101
89388,1146107,1146106
89389,1146107,1146103
89390,1146107,1146104
89391,1146108,1146122
89392,1146108,1146107
89393,1146108,1146013
89394,1146108,1146101
89395,1146109,1146114
89396,1146109,1146113
89397,1146109,1146123
89398,1146109,1146124
89399,1146109,1146101
89400,1146109,1146115
89401,1146109,1146133
89402,1146109,1146104
89403,1146110,1146205
89404,1146110,1146126
89405,1146110,1146121
89406,1146110,1146127
89407,1146110,1146312
89408,1146110,1146111
89409,1146111,1146131
89410,1146111,1146126
89411,1146111,1146312
89412,1146111,1146112
89413,1146111,1146110
89414,1146112,1146131
89415,1146112,1146312
89416,1146112,1146111
89417,1146112,1146116
89418,1146112,1146117
89419,1146112,1146132
89420,1146113,1146109
89421,1146113,1146114
89422,1146113,1146118
89423,1146113,1146124
89424,1146113,1146125
89425,1146113,1146132
89426,1146114,1146109
89427,1146114,1146113
89428,1146114,1146118
89429,1146114,1146115
89430,1146115,1146141
89431,1146115,1146109
89432,1146115,1146114
89433,1146115,1146118
89434,1146115,1146403
89435,1146115,1146426
89436,1146115,1146119
89437,1146115,1146404
89438,1146115,1146133
89439,1146115,1146104
89440,1146115,1146136
89441,1146116,1146313
89442,1146116,1146312
89443,1146116,1146112
89444,1146116,1146018
89445,1146116,1146117
89446,1146117,1146112
89447,1146117,1146018
89448,1146117,1146116
89449,1146117,1146048
89450,1146117,1146122
89451,1146117,1146123
89452,1146117,1146124
89453,1146117,1146125
89454,1146117,1146132
89455,1146118,1146120
89456,1146118,1146114
89457,1146118,1146113
89458,1146118,1146132
89459,1146118,1146119
89460,1146118,1146115
89461,1146119,1146120
89462,1146119,1146130
89463,1146119,1146135
89464,1146119,1146141
89465,1146119,1146118
89466,1146119,1146115
89467,1146120,1146126
89468,1146120,1146130
89469,1146120,1146121
89470,1146120,1146118
89471,1146120,1146132
89472,1146120,1146119
89473,1146121,1146126
89474,1146121,1146120
89475,1146121,1146130
89476,1146121,1146127
89477,1146121,1146128
89478,1146121,1146110
89479,1146122,1146048
89480,1146122,1146117
89481,1146122,1146123
89482,1146122,1146013
89483,1146122,1146108
89484,1146122,1146101
89485,1146123,1146109
89486,1146123,1146117
89487,1146123,1146122
89488,1146123,1146124
89489,1146123,1146101
89490,1146124,1146109
89491,1146124,1146113
89492,1146124,1146117
89493,1146124,1146123
89494,1146124,1146125
89495,1146125,1146113
89496,1146125,1146117
89497,1146125,1146124
89498,1146125,1146132
89499,1146126,1146131
89500,1146126,1146102
89501,1146126,1146120
89502,1146126,1146121
89503,1146126,1146127
89504,1146126,1146111
89505,1146126,1146110
89506,1146126,1146132
89507,1146127,1146205
89508,1146127,1146126
89509,1146127,1146121
89510,1146127,1146128
89511,1146127,1146312
89512,1146127,1146110
89513,1146128,1146205
89514,1146128,1146204
89515,1146128,1146130
89516,1146128,1146121
89517,1146128,1146129
89518,1146128,1146127
89519,1146129,1146204
89520,1146129,1146202
89521,1146129,1146418
89522,1146129,1146130
89523,1146129,1146134
89524,1146129,1146128
89525,1146130,1146120
89526,1146130,1146134
89527,1146130,1146121
89528,1146130,1146129
89529,1146130,1146128
89530,1146130,1146135
89531,1146130,1146141
89532,1146130,1146119
89533,1146131,1146102
89534,1146131,1146126
89535,1146131,1146112
89536,1146131,1146111
89537,1146131,1146132
89538,1146132,1146131
89539,1146132,1146102
89540,1146132,1146126
89541,1146132,1146120
89542,1146132,1146113
89543,1146132,1146118
89544,1146132,1146112
89545,1146132,1146117
89546,1146132,1146125
89547,1146133,1146109
89548,1146133,1146115
89549,1146133,1146140
89550,1146133,1146103
89551,1146133,1146138
89552,1146133,1146104
89553,1146133,1146137
89554,1146133,1146136
89555,1146134,1146418
89556,1146134,1146419
89557,1146134,1146421
89558,1146134,1146130
89559,1146134,1146129
89560,1146134,1146135
89561,1146135,1146421
89562,1146135,1146130
89563,1146135,1146134
89564,1146135,1146141
89565,1146135,1146119
89566,1146135,1146401
89567,1146136,1146403
89568,1146136,1146426
89569,1146136,1146115
89570,1146136,1146133
89571,1146136,1146137
89572,1146137,1146426
89573,1146137,1146424
89574,1146137,1146138
89575,1146137,1146133
89576,1146137,1146136
89577,1146138,1146424
89578,1146138,1146140
89579,1146138,1146139
89580,1146138,1146133
89581,1146138,1146137
89582,1146139,1146424
89583,1146139,1146140
89584,1146139,1146138
89585,1146140,1146045
89586,1146140,1145902
89587,1146140,1146424
89588,1146140,1145906
89589,1146140,1146019
89590,1146140,1146105
89591,1146140,1146139
89592,1146140,1146103
89593,1146140,1146138
89594,1146140,1146133
89595,1146141,1146130
89596,1146141,1146135
89597,1146141,1146119
89598,1146141,1146115
89599,1146141,1146404
89600,1146141,1146401
89601,1146202,1146240
89602,1146202,1146244
89603,1146202,1146207
89604,1146202,1146204
89605,1146202,1146203
89606,1146202,1146418
89607,1146202,1146417
89608,1146202,1146129
89609,1146203,1146240
89610,1146203,1146244
89611,1146203,1146207
89612,1146203,1146204
89613,1146203,1146223
89614,1146203,1146202
89615,1146204,1146205
89616,1146204,1146207
89617,1146204,1146203
89618,1146204,1146202
89619,1146204,1146418
89620,1146204,1146129
89621,1146204,1146128
89622,1146205,1146209
89623,1146205,1146221
89624,1146205,1146207
89625,1146205,1146204
89626,1146205,1146127
89627,1146205,1146128
89628,1146205,1146312
89629,1146205,1146110
89630,1146206,1146212
89631,1146206,1146210
89632,1146206,1146228
89633,1146206,1146244
89634,1146206,1146225
89635,1146207,1146205
89636,1146207,1146221
89637,1146207,1146204
89638,1146207,1146223
89639,1146207,1146203
89640,1146207,1146202
89641,1146208,1146240
89642,1146208,1146244
89643,1146208,1146223
89644,1146208,1146224
89645,1146208,1146227
89646,1146209,1146205
89647,1146209,1146221
89648,1146209,1146211
89649,1146209,1146220
89650,1146209,1146312
89651,1146210,1146212
89652,1146210,1145705
89653,1146210,1146206
89654,1146210,1145709
89655,1146210,1146228
89656,1146211,1146219
89657,1146211,1146241
89658,1146211,1146235
89659,1146211,1146234
89660,1146211,1146209
89661,1146211,1146233
89662,1146211,1146229
89663,1146211,1146224
89664,1146211,1146225
89665,1146211,1146220
89666,1146211,1146239
89667,1146211,1146312
89668,1146212,1146422
89669,1146212,1145708
89670,1146212,1145704
89671,1146212,1145719
89672,1146212,1146429
89673,1146212,1145705
89674,1146212,1146206
89675,1146212,1146210
89676,1146212,1146415
89677,1146212,1146412
89678,1146212,1146413
89679,1146212,1146244
89680,1146212,1146225
89681,1146213,1146237
89682,1146213,1146238
89683,1146213,1146219
89684,1146214,1146238
89685,1146214,1145721
89686,1146214,1146218
89687,1146214,1146217
89688,1146214,1146226
89689,1146214,1146219
89690,1146215,1158121
89691,1146215,1145728
89692,1146215,1145721
89693,1146215,1146226
89694,1146215,1146245
89695,1146215,1146242
89696,1146215,1158116
89697,1146215,1146219
89698,1146215,1158126
89699,1146217,1146214
89700,1146217,1146218
89701,1146217,1146226
89702,1146217,1146243
89703,1146217,1146245
89704,1146217,1146242
89705,1146217,1146219
89706,1146218,1145721
89707,1146218,1146214
89708,1146218,1146217
89709,1146218,1146226
89710,1146219,1146228
89711,1146219,1146237
89712,1146219,1146238
89713,1146219,1146213
89714,1146219,1146214
89715,1146219,1146217
89716,1146219,1146243
89717,1146219,1146215
89718,1146219,1146245
89719,1146219,1158116
89720,1146219,1146246
89721,1146219,1158102
89722,1146219,1158126
89723,1146219,1146230
89724,1146219,1146231
89725,1146219,1146229
89726,1146219,1146211
89727,1146219,1146224
89728,1146219,1146225
89729,1146220,1146209
89730,1146220,1146221
89731,1146220,1146211
89732,1146220,1146239
89733,1146221,1146209
89734,1146221,1146205
89735,1146221,1146207
89736,1146221,1146223
89737,1146221,1146220
89738,1146221,1146239
89739,1146223,1146208
89740,1146223,1146240
89741,1146223,1146221
89742,1146223,1146207
89743,1146223,1146203
89744,1146223,1146224
89745,1146223,1146239
89746,1146224,1146219
89747,1146224,1146208
89748,1146224,1146223
89749,1146224,1146211
89750,1146224,1146227
89751,1146224,1146225
89752,1146224,1146239
89753,1146225,1146212
89754,1146225,1146206
89755,1146225,1146228
89756,1146225,1146237
89757,1146225,1146219
89758,1146225,1146244
89759,1146225,1146211
89760,1146225,1146224
89761,1146225,1146227
89762,1146226,1145721
89763,1146226,1146214
89764,1146226,1146218
89765,1146226,1146217
89766,1146226,1146215
89767,1146226,1146242
89768,1146227,1146208
89769,1146227,1146244
89770,1146227,1146224
89771,1146227,1146225
89772,1146228,1146206
89773,1146228,1146210
89774,1146228,1145709
89775,1146228,1145706
89776,1146228,1146237
89777,1146228,1146219
89778,1146228,1146225
89779,1146229,1146219
89780,1146229,1146230
89781,1146229,1146233
89782,1146229,1146211
89783,1146230,1146219
89784,1146230,1146231
89785,1146230,1146233
89786,1146230,1146229
89787,1146231,1146219
89788,1146231,1146234
89789,1146231,1146246
89790,1146231,1146232
89791,1146231,1146230
89792,1146231,1146233
89793,1146232,1146234
89794,1146232,1146246
89795,1146232,1146231
89796,1146232,1146236
89797,1146233,1146234
89798,1146233,1146230
89799,1146233,1146231
89800,1146233,1146229
89801,1146233,1146211
89802,1146234,1146235
89803,1146234,1146232
89804,1146234,1146231
