,SA2_MAIN16,Neighbour0
2624,127011596,127011595
2625,127011596,127031600
2626,127011596,127011506
2627,127011596,127011597
2628,127011597,127011596
2629,127011597,127011595
2630,127011597,127011506
2631,127011597,127011505
2632,127021509,127011593
2633,127021509,127011594
2634,127021509,127021510
2635,127021509,127011504
2636,127021509,127021514
2637,127021509,127021517
2638,127021509,127021512
2639,127021509,127021520
2640,127021510,127011593
2641,127021510,127021509
2642,127021510,127011505
2643,127021510,127021518
2644,127021510,127021519
2645,127021510,127021521
2646,127021510,127021514
2647,127021510,127021517
2648,127021511,127031598
2649,127021511,127031601
2650,127021511,127031523
2651,127021511,119011354
2652,127021511,127021512
2653,127021511,127021513
2654,127021512,127021509
2655,127021512,127031598
2656,127021512,127031601
2657,127021512,127011504
2658,127021512,127021513
2659,127021512,127021511
2660,127021512,127021520
2661,127021513,125031480
2662,127021513,119011354
2663,127021513,127021512
2664,127021513,127021516
2665,127021513,127021511
2666,127021513,127021515
2667,127021513,127021520
2668,127021514,127021509
2669,127021514,127021510
2670,127021514,127021517
2671,127021514,127021520
2672,127021515,125031480
2673,127021515,125031486
2674,127021515,127021519
2675,127021515,127021513
2676,127021515,127021516
2677,127021515,125031487
2678,127021516,127021519
2679,127021516,127021517
2680,127021516,127021513
2681,127021516,127021515
2682,127021516,127021520
2683,127021517,127021509
2684,127021517,127021510
2685,127021517,127021519
2686,127021517,127021514
2687,127021517,127021516
2688,127021517,127021520
2689,127021518,127021510
2690,127021518,116031318
2691,127021518,124051469
2692,127021518,124031463
2693,127021518,127011505
2694,127021518,127021521
2695,127021519,127021510
2696,127021519,125031486
2697,127021519,125031482
2698,127021519,127021521
2699,127021519,127021517
2700,127021519,127021516
2701,127021519,127021515
2702,127021520,127021509
2703,127021520,127021514
2704,127021520,127021517
2705,127021520,127021512
2706,127021520,127021513
2707,127021520,127021516
2708,127021521,127021510
2709,127021521,116031318
2710,127021521,127021518
2711,127021521,125031482
2712,127021521,127021519
2713,127031522,127031600
2714,127031522,123021440
2715,127031522,127031599
2716,127031522,127031598
2717,127031522,127031523
2718,127031522,123021442
2719,127031522,127031524
2720,127031523,119011356
2721,127031523,127031598
2722,127031523,127031601
2723,127031523,119011354
2724,127031523,127021511
2725,127031523,127031524
2726,127031523,127031522
2727,127031523,119011359
2728,127031524,123021440
2729,127031524,123021439
2730,127031524,123021441
2731,127031524,127031598
2732,127031524,127031523
2733,127031524,123021442
2734,127031524,127031522
2735,127031524,119011359
2736,127031524,128021535
2737,127031598,127031599
2738,127031598,127031601
2739,127031598,127011504
2740,127031598,127031523
2741,127031598,127021512
2742,127031598,127021511
2743,127031598,127031524
2744,127031598,127031522
2745,127031599,127031600
2746,127031599,127031598
2747,127031599,127011504
2748,127031599,127031522
2749,127031600,127011596
2750,127031600,127011595
2751,127031600,123021440
2752,127031600,127011506
2753,127031600,127031599
2754,127031600,127011504
2755,127031600,127031522
2756,127031601,127031598
2757,127031601,127031523
2758,127031601,127021512
2759,127031601,127021511
2760,128011529,128021536
2761,128011529,128011531
2762,128011529,128021537
2763,128011529,128011530
2764,128011529,128021538
2765,128011530,128011529
2766,128011530,128011531
2767,128011530,128011603
2768,128011530,128011602
2769,128011531,128011529
2770,128011531,128021536
2771,128011531,119031374
2772,128011531,128011530
2773,128011531,128011602
2774,128011602,128011531
2775,128011602,128011603
2776,128011602,128011530
2777,128011602,128011606
2778,128011603,128011605
2779,128011603,128011530
2780,128011603,128011602
2781,128011603,128011606
2782,128011604,128021537
2783,128011604,128011606
2784,128011605,128011603
2785,128011606,128011603
2786,128011606,128011602
2787,128011606,128011604
2788,128021533,123021439
2789,128021533,107041147
2790,128021533,128021535
2791,128021533,128021537
2792,128021533,128021607
2793,128021534,128021535
2794,128021535,123021439
2795,128021535,127031524
2796,128021535,119011359
2797,128021535,128021533
2798,128021535,128021534
2799,128021535,128021607
2800,128021535,128021538
2801,128021535,128021609
2802,128021536,128011529
2803,128021536,128011531
2804,128021536,128021538
2805,128021537,107041147
2806,128021537,128011529
2807,128021537,128021533
2808,128021537,128021607
2809,128021537,128021538
2810,128021537,128021608
2811,128021537,128011604
2812,128021538,128011529
2813,128021538,128021535
2814,128021538,128021536
2815,128021538,128021537
2816,128021538,128021608
2817,128021538,128021609
2818,128021607,123021439
2819,128021607,128021533
2820,128021607,128021535
2821,128021607,128021537
2822,128021607,128021608
2823,128021607,128021609
2824,128021608,128021537
2825,128021608,128021607
2826,128021608,128021538
2827,128021608,128021609
2828,128021609,128021535
2829,128021609,128021607
2830,128021609,128021538
2831,128021609,128021608
