src_SA1_7DIG16,nbr_SA1_7DIG16
1102106,1102107
1102106,1102404
1102107,1102109
1102107,1102106
1102107,1102404
1102108,1102109
1102108,1102104
1102109,1102613
1102109,1102107
1102109,1102101
1102109,1102104
1102109,1102102
1102109,1102108
1102109,1102404
1102109,1102622
1102201,1100708
1102201,1100707
1102201,1102402
1102201,1102406
1102201,1101520
1102201,1102715
1102201,1102018
1102201,1102016
1102201,1102014
1102201,1102410
1102201,1102015
1102201,1102409
1102201,1102712
1102201,1102020
1102201,1102012
1102201,1102024
1102201,1102026
1102201,1101307
1102201,1101517
1102301,1102305
1102301,1102306
1102301,1102309
1102302,1102305
1102302,1102304
1102303,1102308
1102303,1102307
1102303,1102310
1102303,1102304
1102304,1102523
1102304,1102302
1102304,1102305
1102304,1102308
1102304,1102303
1102304,1102005
1102304,1102008
1102304,1102031
1102305,1102302
1102305,1102301
1102305,1102306
1102305,1102308
1102305,1102304
1102305,1102309
1102306,1102305
1102306,1102301
1102306,1102308
1102306,1102307
1102306,1102310
1102307,1102306
1102307,1102308
1102307,1102310
1102307,1102303
1102308,1102305
1102308,1102306
1102308,1102307
1102308,1102303
1102308,1102304
1102309,1102305
1102309,1102301
1102310,1102306
1102310,1102307
1102310,1102303
1102401,1128310
1102401,1128316
1102401,1128315
1102401,1128312
1102401,1128317
1102401,1101715
1102401,1101709
1102401,1102412
1102401,1102402
1102401,1101711
1102401,1101707
1102401,1102411
1102402,1128312
1102402,1127501
1102402,1102401
1102402,1100707
1102402,1102406
1102402,1102405
1102402,1102404
1102402,1101707
1102402,1102411
1102402,1102201
1102403,1102405
1102403,1102404
1102404,1101819
1102404,1101720
1102404,1101805
1102404,1101813
1102404,1101803
1102404,1102105
1102404,1102402
1102404,1102405
1102404,1102109
1102404,1102106
1102404,1102107
1102404,1102403
1102404,1101707
1102404,1102622
1102405,1102613
1102405,1102402
1102405,1102406
1102405,1102606
1102405,1102403
1102405,1102404
1102405,1102622
1102406,1102616
1102406,1102619
1102406,1102402
1102406,1102405
1102406,1102606
1102406,1102602
1102406,1102201
1102406,1102409
1102407,1102408
1102407,1102410
1102407,1102409
1102408,1102407
1102408,1102410
1102408,1102409
1102409,1102406
1102409,1102603
1102409,1102602
1102409,1102706
1102409,1102407
1102409,1102408
1102409,1102716
1102409,1102715
1102409,1102201
1102409,1102410
1102410,1102407
1102410,1102408
1102410,1102201
1102410,1102409
1102411,1102401
1102411,1102402
1102411,1101707
1102412,1102401
1102501,1102517
1102501,1102531
1102501,1102532
1102502,1102527
1102502,1102528
1102502,1102530
1102502,1102503
1102502,1102504
1102502,1102531
1102503,1102521
1102503,1102502
1102503,1102504
1102503,1102531
1102504,1102505
1102504,1102521
1102504,1102528
1102504,1102502
1102504,1102503
1102505,1102521
1102505,1102506
1102505,1102528
1102505,1102529
1102505,1102526
1102505,1102504
1102506,1102505
1102506,1102521
1102506,1102507
1102506,1102526
1102507,1102521
1102507,1102506
1102508,1102518
1102508,1102509
1102508,1102519
1102508,1102512
1102508,1102520
1102509,1102518
1102509,1102510
1102509,1102021
1102509,1101916
1102509,1102527
1102509,1102528
1102509,1102529
1102509,1102526
1102509,1102531
1102509,1102519
1102509,1102508
1102509,1102525
1102510,1102518
1102510,1102509
1102510,1102511
1102511,1102518
1102511,1102510
1102511,1102512
1102512,1102518
1102512,1102508
1102512,1102511
1102513,1102523
1102513,1102007
1102513,1102031
1102514,1102516
1102514,1102523
1102514,1102532
1102516,1102514
1102516,1102523
1102516,1102532
1102516,1102007
1102516,1102524
1102517,1102523
1102517,1102501
1102517,1102522
1102517,1102532
1102518,1102510
1102518,1102509
1102518,1102512
1102518,1102508
1102518,1102511
1102519,1102509
1102519,1102526
1102519,1102508
1102519,1102520
1102520,1102526
1102520,1102519
1102520,1102508
1102521,1102505
1102521,1102506
1102521,1102507
1102521,1102503
1102521,1102504
1102521,1102531
1102522,1102523
1102522,1102517
1102523,1102513
1102523,1102514
1102523,1102516
1102523,1102517
1102523,1102522
1102523,1102532
1102523,1102007
1102523,1102031
1102523,1102304
1102524,1102516
1102524,1102532
1102524,1102009
1102524,1102007
1102524,1102525
1102525,1102509
1102525,1102021
1102525,1102531
1102525,1102532
1102525,1102002
1102525,1102009
1102525,1102524
1102526,1102505
1102526,1102506
1102526,1102509
1102526,1102529
1102526,1102519
1102526,1102520
1102527,1102509
1102527,1102528
1102527,1102530
1102527,1102502
1102527,1102531
1102528,1102505
1102528,1102509
1102528,1102527
1102528,1102529
1102528,1102502
1102528,1102504
1102529,1102505
1102529,1102509
1102529,1102528
1102529,1102526
1102530,1102527
1102530,1102502
1102530,1102531
1102531,1102521
1102531,1102509
1102531,1102527
1102531,1102530
1102531,1102501
1102531,1102502
1102531,1102503
1102531,1102532
1102531,1102525
1102532,1102514
1102532,1102516
1102532,1102523
1102532,1102517
1102532,1102501
1102532,1102531
1102532,1102524
1102532,1102525
1102601,1102616
1102601,1102605
1102601,1102602
1102602,1102616
1102602,1102406
1102602,1102603
1102602,1102605
1102602,1102601
1102602,1102409
1102603,1102604
1102603,1102605
1102603,1102602
1102603,1102409
1102604,1102603
1102604,1102605
1102605,1102616
1102605,1102618
1102605,1102603
1102605,1102604
1102605,1102601
1102605,1102602
1102606,1102613
1102606,1102619
1102606,1102406
1102606,1102405
1102606,1102610
1102606,1102621
1102606,1102607
1102606,1102608
1102607,1102606
1102607,1102610
1102607,1102608
1102607,1102609
1102608,1102613
1102608,1102606
1102608,1102607
1102608,1102609
1102608,1102623
1102609,1102610
1102609,1102607
1102609,1102608
1102609,1102623
1102610,1102606
1102610,1102621
1102610,1102607
1102610,1102609
1102610,1102623
1102611,1102616
1102611,1102617
1102611,1102619
1102611,1102612
1102611,1102614
1102611,1102620
1102612,1102613
1102612,1102611
1102612,1102614
1102612,1102615
1102612,1102620
1102612,1102623
1102613,1102405
1102613,1102606
1102613,1102109
1102613,1102612
1102613,1102614
1102613,1102615
1102613,1102608
1102613,1102622
1102613,1102623
1102614,1102613
1102614,1102617
1102614,1102611
1102614,1102612
1102614,1102615
1102615,1102613
1102615,1102612
1102615,1102614
1102616,1102617
1102616,1102619
1102616,1102406
1102616,1102618
1102616,1102605
1102616,1102601
1102616,1102602
1102616,1102611
1102617,1102616
1102617,1102618
1102617,1102611
1102617,1102614
1102618,1102616
1102618,1102617
1102618,1102605
1102619,1102616
1102619,1102406
1102619,1102606
1102619,1102611
1102619,1102620
1102619,1102621
1102620,1102619
1102620,1102611
1102620,1102612
1102620,1102621
1102620,1102623
1102621,1102619
1102621,1102606
1102621,1102610
1102621,1102620
1102621,1102623
1102622,1102613
1102622,1102405
1102622,1102109
1102622,1102404
1102623,1102613
1102623,1102610
1102623,1102612
1102623,1102620
1102623,1102621
1102623,1102608
1102623,1102609
1102701,1102718
1102701,1102720
1102702,1102705
1102702,1102704
1102702,1102729
1102703,1102729
1102703,1102713
1102703,1102714
1102704,1102702
1102704,1102705
1102704,1102728
1102704,1102729
1102704,1102714
1102705,1102702
1102705,1102704
1102705,1102728
1102705,1102729
1102705,1102714
1102706,1102709
1102706,1102707
1102706,1102716
1102706,1102715
1102706,1102409
1102707,1102709
1102707,1102708
1102707,1102706
1102707,1102716
1102708,1102709
1102708,1102707
1102708,1102716
1102709,1102707
1102709,1102708
1102709,1102706
1102709,1102724
1102709,1102715
1102710,1102711
1102710,1102717
1102710,1102721
1102710,1102029
1102710,1102015
1102710,1102019
1102710,1102720
1102711,1102722
1102711,1102721
1102711,1102015
1102711,1102710
1102711,1102712
1102712,1102713
1102712,1102711
1102712,1102715
1102712,1102714
1102712,1102722
1102712,1102201
1102712,1102015
1102712,1102723
1102713,1102703
1102713,1102729
1102713,1102714
1102713,1102712
1102713,1102723
1102714,1102703
1102714,1102705
1102714,1102727
1102714,1102704
1102714,1102726
1102714,1102728
1102714,1102729
1102714,1102713
1102714,1102715
1102714,1102712
1102715,1102709
1102715,1102706
1102715,1102727
1102715,1102724
1102715,1102714
1102715,1102201
1102715,1102409
1102715,1102712
1102716,1102707
1102716,1102708
1102716,1102706
1102716,1102409
1102717,1102710
1102717,1102719
1102717,1102720
1102718,1102701
1102718,1102719
1102718,1102720
1102719,1102717
1102719,1102718
1102719,1102720
1102720,1102717
1102720,1102718
1102720,1102710
1102720,1102701
1102720,1102719
1102721,1102711
1102721,1102722
1102721,1102710
1102722,1102711
1102722,1102721
1102722,1102712
1102723,1102713
1102723,1102712
1102724,1102709
1102724,1102727
1102724,1102726
1102724,1102725
1102724,1102715
1102725,1102726
1102725,1102724
1102726,1102727
1102726,1102724
1102726,1102725
1102726,1102714
1102727,1102726
1102727,1102724
1102727,1102715
1102727,1102714
1102728,1102705
1102728,1102704
1102728,1102714
1102729,1102703
1102729,1102702
1102729,1102705
1102729,1102704
1102729,1102713
1102729,1102714
1153901,1153947
1153901,1153921
1153901,1153909
1153901,1153958
1153901,1153954
1153901,1153930
1153901,1153916
1153902,1153910
1153902,1153939
1153902,1153943
1153902,1153949
1153902,1153962
1153903,1153932
1153903,1153927
1153903,1153950
1153903,1153931
1153903,1153935
1153904,1153932
1153904,1153910
1153904,1153931
1153904,1153949
1153904,1153925
1153904,1153934
1153904,1153961
1153905,1153960
1153905,1153956
1153905,1153933
1153905,1153936
1153905,1153948
1153905,1153935
1153906,1153920
1153906,1153966
1153906,1153912
1153906,1153929
1153906,1153924
1153907,1153951
1153907,1153922
1153908,1153964
1153908,1153946
1153908,1153911
1153908,1153920
1153908,1153926
1153908,1153966
1153908,1153952
1153909,1153942
1153909,1153947
1153909,1153954
1153909,1153901
1153910,1153948
1153910,1153904
1153910,1153902
1153910,1153919
1153910,1153931
1153910,1153935
1153910,1153943
1153910,1153949
1153911,1153908
1153911,1153920
1153911,1153966
1153912,1153966
1153912,1153914
1153912,1153928
1153912,1153923
1153912,1153929
1153912,1153906
1153913,1153949
1153913,1153942
1153913,1153940
1153913,1153954
1153914,1153966
1153914,1153912
1153914,1153923
1153914,1154016
1153915,1153946
1153915,1153959
1153915,1153960
1153915,1153926
1153915,1153950
1153915,1153936
1153915,1153953
1153916,1153958
1153916,1153901
1153916,1153930
1153916,1154007
1153916,1154025
1153916,1154029
1153917,1153932
1153917,1153951
1153917,1153922
1153917,1153925
1153917,1153961
1153917,1153944
1153918,1153957
1153918,1153967
1153918,1153945
1153918,1153941
1153918,1153929
1153919,1153957
1153919,1153910
1153919,1153948
1153919,1153945
1153919,1153939
1153919,1153943
1153920,1153946
1153920,1153908
1153920,1153959
1153920,1153911
1153920,1153937
1153920,1153967
1153920,1153966
1153920,1153929
1153920,1153924
1153920,1153906
1153921,1153938
1153921,1153925
1153921,1153947
1153921,1153944
1153921,1153901
1153921,1153930
1153922,1153938
1153922,1153917
1153922,1153907
1153922,1153951
1153922,1153955
1153922,1153952
1153922,1154016
1153922,1153944
1153922,1153930
1153922,1154029
1153923,1153912
1153923,1153914
1153923,1153928
1153923,1153939
1153923,1154028
1153923,1154016
1153924,1153920
1153924,1153967
1153924,1153929
1153924,1153906
1153925,1153917
1153925,1153904
1153925,1153942
1153925,1153934
1153925,1153947
1153925,1153961
1153925,1153921
1153925,1153944
1153926,1153964
1153926,1153946
1153926,1153908
1153926,1153927
1153926,1153950
1153926,1153952
1153926,1153915
1153927,1153964
1153927,1153932
1153927,1153903
1153927,1153926
1153927,1153950
1153927,1153951
1153928,1153945
1153928,1153912
1153928,1153939
1153928,1153923
1153928,1153929
1153929,1153920
1153929,1153967
1153929,1153945
1153929,1153912
1153929,1153928
1153929,1153918
1153929,1153924
1153929,1153906
1153930,1153938
1153930,1153922
1153930,1153921
1153930,1153901
1153930,1153916
1153930,1154029
1153931,1153932
1153931,1153903
1153931,1153910
1153931,1153904
1153931,1153935
1153931,1153961
1153932,1153927
1153932,1153903
1153932,1153917
1153932,1153951
1153932,1153904
1153932,1153931
1153932,1153961
1153933,1153956
1153933,1153957
1153933,1153905
1153933,1153948
1153933,1153941
1153934,1153904
1153934,1153949
1153934,1153925
1153934,1153942
1153934,1153940
1153934,1153947
1153935,1153903
1153935,1153950
1153935,1153910
1153935,1153905
1153935,1153936
1153935,1153948
1153935,1153931
1153936,1153960
1153936,1153950
1153936,1153915
1153936,1153905
1153936,1153935
1153937,1153959
1153937,1153963
1153937,1153920
1153937,1153967
1153938,1153922
1153938,1153921
1153938,1153944
1153938,1153930
1153939,1153945
1153939,1153928
1153939,1153923
1153939,1153902
1153939,1153919
1153939,1153943
1153939,1153949
1153939,1153962
1153939,1154028
1153939,1154025
1153939,1154033
1153940,1153949
1153940,1153942
1153940,1153913
1153940,1153934
1153941,1153956
1153941,1153957
1153941,1153967
1153941,1153933
1153941,1153918
1153942,1153925
1153942,1153913
1153942,1153940
1153942,1153934
1153942,1153947
1153942,1153909
1153942,1153954
1153943,1153910
1153943,1153939
1153943,1153902
1153943,1153919
1153943,1153962
1153944,1153938
1153944,1153917
1153944,1153922
1153944,1153925
1153944,1153947
1153944,1153961
1153944,1153921
1153945,1153957
1153945,1153965
1153945,1153928
1153945,1153939
1153945,1153918
1153945,1153929
1153945,1153919
1153946,1153908
1153946,1153959
1153946,1153920
1153946,1153926
1153946,1153915
1153947,1153925
1153947,1153942
1153947,1153934
1153947,1153921
1153947,1153909
1153947,1153944
1153947,1153901
1153948,1153957
1153948,1153910
1153948,1153905
1153948,1153933
1153948,1153919
1153948,1153935
1153949,1153910
1153949,1153939
1153949,1153904
1153949,1153902
1153949,1153913
1153949,1153940
1153949,1153934
1153949,1153958
1153949,1153954
1153949,1154025
1153950,1153964
1153950,1153927
1153950,1153903
1153950,1153926
1153950,1153915
1153950,1153936
1153950,1153935
1153951,1153964
1153951,1153932
1153951,1153927
1153951,1153917
1153951,1153907
1153951,1153955
1153951,1153922
1153952,1153964
1153952,1153908
1153952,1153926
1153952,1153966
1153952,1153955
1153952,1153922
1153952,1154016
1153953,1153959
1153953,1153960
1153953,1153963
1153953,1153956
1153953,1153967
1153953,1153915
1153954,1153949
1153954,1153942
1153954,1153913
1153954,1153909
1153954,1153958
1153954,1153901
1153955,1153964
1153955,1153951
1153955,1153922
1153955,1153952
1153956,1153960
1153956,1153963
1153956,1153967
1153956,1153905
1153956,1153933
1153956,1153953
1153956,1153941
1153957,1153933
1153957,1153948
1153957,1153945
1153957,1153918
1153957,1153941
1153957,1153919
1153958,1153949
1153958,1153954
1153958,1153901
1153958,1153916
1153958,1154025
1153959,1153946
1153959,1153963
1153959,1153937
1153959,1153920
1153959,1153915
1153959,1153953
1153960,1153956
1153960,1153915
1153960,1153905
1153960,1153936
1153960,1153953
1153961,1153932
1153961,1153917
1153961,1153904
1153961,1153931
1153961,1153925
1153961,1153944
1153962,1153939
1153962,1153902
1153962,1153943
1153963,1153959
1153963,1153937
1153963,1153956
1153963,1153967
1153963,1153953
1153964,1153908
1153964,1153927
1153964,1153926
1153964,1153950
1153964,1153951
1153964,1153955
1153964,1153952
1153965,1153945
1153966,1153908
1153966,1153911
1153966,1153920
1153966,1153952
1153966,1153912
1153966,1153914
1153966,1153906
1153966,1154016
1153967,1153963
1153967,1153937
1153967,1153956
1153967,1153920
1153967,1153953
1153967,1153918
1153967,1153941
1153967,1153929
1153967,1153924
1154001,1154023
1154001,1154027
1154002,1154004
1154002,1154012
1154002,1127501
1154002,1100701
1154002,1100710
1154003,1154009
1154003,1106003
1154003,1106415
1154003,1154006
1154003,1154026
1154003,1154408
1154003,1154401
1154004,1154007
1154004,1154025
1154004,1154033
1154004,1154013
1154004,1101118
1154004,1154002
1154004,1154012
1154004,1100701
1154005,1154014
1154005,1154018
1154005,1154017
1154005,1154021
1154005,1154009
1154005,1154026
1154006,1154017
1154006,1154021
1154006,1154003
1154006,1154015
1154006,1154207
1154006,1154026
1154006,1154408
1154007,1153916
1154007,1154025
1154007,1154013
1154007,1154004
1154007,1154029
1154007,1154015
1154008,1154011
1154008,1154021
1154008,1154031
1154008,1154024
1154009,1106107
1154009,1106105
1154009,1154018
1154009,1154005
1154009,1154003
1154009,1106003
1154009,1154026
1154010,1154021
1154010,1154031
1154010,1154024
1154011,1154008
1154011,1154021
1154011,1154024
1154012,1154032
1154012,1154027
1154012,1154033
1154012,1154004
1154012,1154002
1154012,1127501
1154013,1154007
1154013,1101118
1154013,1154004
1154013,1154211
1154013,1154214
1154013,1154015
1154014,1154028
1154014,1154016
1154014,1154030
1154014,1154019
1154014,1154018
1154014,1154005
1154014,1154017
1154015,1154007
1154015,1154013
1154015,1154017
1154015,1154029
1154015,1154214
1154015,1154207
1154015,1154006
1154016,1153966
1154016,1153922
1154016,1153952
1154016,1153914
1154016,1153923
1154016,1154028
1154016,1154014
1154016,1154017
1154016,1154029
1154017,1154016
1154017,1154014
1154017,1154005
1154017,1154029
1154017,1154021
1154017,1154015
1154017,1154006
1154018,1128904
1154018,1106107
1154018,1145601
1154018,1154030
1154018,1154014
1154018,1154019
1154018,1154005
1154018,1154009
1154019,1128908
1154019,1128904
1154019,1128907
1154019,1154028
1154019,1154023
1154019,1154014
1154019,1154018
1154020,1128919
1154020,1154022
1154020,1154027
1154021,1154010
1154021,1154011
1154021,1154008
