SA2_2016_CODE,SA2_NAME,Employed_persons_working,Average_commuting_distance,Median_commuting_distance,interquartile_range_distance,standard_deviation_distance
211031263,Bayswater North,9073,16.51,10.26,18.07,17.18
211031265,Croydon Hills - Warranwood,2075,8.14,3.9,9.78,12.95
211031266,Ringwood,14877,14.48,10.17,13.76,15.12
211031267,Ringwood East,5414,12.09,8.16,12.03,15.11
211031268,Ringwood North,1440,9.3,4.78,11.34,15.27
211031450,Croydon - East,4103,12.23,6.81,11.75,16.54
211031451,Croydon - West,2798,10.1,5.47,9.92,13.81
211031452,Croydon South,2316,16.6,10.7,20.27,16.09
211041269,Forest Hill,4880,12.92,9.23,13.17,14.94
211041270,Mitcham (Vic.),6002,14.2,10.59,14.57,14.26
211041271,Nunawading,6445,15.18,11.12,14.5,15.97
211041272,Vermont,2695,14.8,9.93,16.83,18.28
211041273,Vermont South,2543,10.35,7.73,11.31,11.48
211051274,Belgrave - Selby,2046,10.62,6.24,15.8,13.63
211051275,Chirnside Park,3426,11.72,6.63,11.68,15.35
211051276,Healesville - Yarra Glen,4128,16.44,8.23,24.14,21.12
211051277,Kilsyth,3710,15.65,9.08,17.76,17.6
211051278,Lilydale - Coldstream,9148,15.52,10.54,17.47,16.78
211051279,Monbulk - Silvan,2106,15.02,10.26,18.52,20.11
211051280,Montrose,1384,12.26,7.27,13.06,19.31
211051281,Mooroolbark,3443,9.47,4.76,10.25,13.5
211051282,Mount Dandenong - Olinda,2076,10.71,6.45,14.69,15.08
211051283,Mount Evelyn,1846,9.93,6.2,12.33,13.32
211051284,Upwey - Tecoma,1394,7.82,2.84,12.12,11.26
211051285,Wandin - Seville,1539,11.32,6.81,15.65,14.58
211051286,Yarra Valley,3072,14.1,8.38,18.68,17.69
212011287,Beaconsfield - Officer,3941,14.8,9.06,17.49,16.38
212011288,Bunyip - Garfield,2100,17.19,11.61,24.21,21.92
212011289,Emerald - Cockatoo,2954,11.18,5.54,15.65,17.46
212011290,Koo Wee Rup,2247,20.7,15.61,29.37,23.12
212011291,Pakenham - North,3418,15.53,9.12,19.85,18.28
212011292,Pakenham - South,8444,18.12,13.35,22.8,19.89
212021293,Berwick - North,8183,14.61,8.93,16.82,17.23
212021294,Berwick - South,3054,9.52,4.05,12.65,14.03
212021295,Doveton,1814,15.14,11.66,14.49,15.82
212021297,Hallam,10572,19.19,14.59,15.98,17.84
212021299,Narre Warren North,1349,10.07,6.18,14.59,13.11
212021453,Endeavour Hills - North,1216,10.15,6.26,15.98,13.45
212021454,Endeavour Hills - South,1693,9.75,6.5,13.58,11.16
212021455,Narre Warren - North East,973,9.79,3.88,15.11,14.02
212021456,Narre Warren - South West,10318,13.9,8.78,13.46,14.12
212031300,Cranbourne,7026,14.21,9.3,15.56,15.92
212031301,Cranbourne East,3403,13.56,8.9,16.12,15.51
212031302,Cranbourne North,1711,10.97,5.4,15.94,15
212031303,Cranbourne South,2203,15.87,11.35,22.18,16.96
212031304,Cranbourne West,1036,11.26,6.53,16.19,13.89
212031305,Hampton Park - Lynbrook,2422,10.46,6.86,13.19,13.72
212031306,Lynbrook - Lyndhurst,2745,13.22,9.56,15.52,14
212031308,Pearcedale - Tooradin,1780,16.77,13.45,24.45,18.13
212031457,Narre Warren South (East),1203,7.83,2.4,9.27,13.22
212031458,Narre Warren South (West),1368,9.25,4.45,15.07,12.56
212041309,Clarinda - Oakleigh South,2913,15.5,10.94,18.03,16.85
212041310,Clayton South,5755,18.57,14.23,17.73,17.48
212041311,Dandenong,65309,19.13,14.83,14.12,16.43
212041312,Dandenong North,2081,11.72,7.52,15.79,15.65
212041313,Dingley Village,1954,15.26,9.86,20.65,19.57
212041314,Keysborough,10187,16.16,13.7,15.23,15.16
212041316,Noble Park North,4078,17.59,15.84,15.03,14.71
212041317,Springvale,9670,14.62,10.8,15.5,15.12
212041318,Springvale South,1129,10.23,6.21,14.32,11.99
212041459,Noble Park - East,1636,12.5,10.17,15.03,13.58
212041460,Noble Park - West,2110,12.48,10.22,16.41,14.86
212051319,Ashwood - Chadstone,4880,14.78,10.96,17.24,15.64
212051320,Clayton,33979,18.91,14.52,16.96,16.98
212051321,Glen Waverley - East,4255,15.63,11.27,18.12,19.82
212051322,Glen Waverley - West,9052,13.58,10.13,13.34,14.72
212051323,Mount Waverley - North,2164,10.89,7.33,14.24,14.18
212051324,Mount Waverley - South,13161,18.64,14.13,18.86,17.48
212051325,Mulgrave,20936,19.87,16.12,16.39,16.9
212051326,Oakleigh - Huntingdale,11138,15.59,11.39,16.65,15.8
212051327,Wheelers Hill,3997,11.72,8.43,14.7,14.53
213011328,Ardeer - Albion,1433,17.85,12.15,18.99,19.23
213011329,Cairnlea,716,7.42,3.68,9.94,10.28
213011330,Deer Park - Derrimut,12839,20.2,14.69,16.99,18.9
213011331,Delahey,743,9.69,4.39,12.95,14.89
213011332,Keilor Downs,1935,10.39,6.58,11.92,12.95
213011333,Kings Park (Vic.),710,8.49,4.18,13.47,11.99
213011334,St Albans - North,2461,10.97,6.53,11.73,15.33
213011335,St Albans - South,5238,16.5,11.73,16.2,16.29
213011336,Sunshine,7561,16.15,11.64,15.17,16.4
213011337,Sunshine North,4339,16.26,10.69,16.52,17.46
213011338,Sunshine West,9994,20.18,15.69,16.07,17.94
213011339,Sydenham,1703,11.15,5.19,16.71,13.65
213011340,Taylors Lakes,4762,11.23,6.16,14.57,13.41
213021341,Altona,6997,21.17,15.24,18.17,21.7
213021342,Altona Meadows,1794,9.43,5.07,11.52,15.3
213021343,Altona North,13450,21.6,16.64,16.43,18.8
213021344,Newport,3797,17.2,12.86,20.31,21.38
213021345,Seabrook,330,8.93,3.81,13.4,13.12
213021346,Williamstown,6654,17.19,12.91,19.4,20.17
213031347,Braybrook,5494,15.3,11.28,15.35,16.94
213031348,Footscray,14048,16.64,12.68,15.32,17.42
213031349,Maribyrnong,6342,12.83,9.58,12.85,14.07
213031350,Seddon - Kingsville,1429,10.98,7.09,16.22,13.92
213031351,West Footscray - Tottenham,4812,19.22,15.16,17.45,19.65
213031352,Yarraville,4992,15.77,11.86,18.06,18.21
213041353,Bacchus Marsh,5144,16.68,5.54,20.62,23.03
213041355,Hillside,1382,8.57,2.63,12.59,16.54
213041356,Melton,5940,17.43,8.72,21.71,20.56
213041357,Melton South,2474,18.06,7.5,25.68,23.49
213041358,Melton West,3181,13.62,4.69,18.65,17.64
213041359,Rockbank - Mount Cottrell,5704,23.96,18.17,19.71,20.79
213041360,Taylors Hill,1711,8.52,3.34,10.93,13.22
213041461,Burnside,534,9.51,5.54,9.89,12.42
213041462,Burnside Heights,383,9.13,2.81,12,15.96
213041463,Caroline Springs,3067,11.82,5.76,17.89,16.54
213051361,Hoppers Crossing - North,6989,14.73,7.38,14.25,18.39
213051362,Hoppers Crossing - South,4750,11.86,5.75,10,15.56
213051363,Laverton,19171,22.84,15.87,19.85,20.93
213051365,Tarneit,3757,10.48,4.26,12.09,15.82
213051366,Truganina,7156,20.24,13.92,18.84,20.79
213051368,Werribee - South,9084,17.19,8.17,22.46,20.34
213051369,Wyndham Vale,1954,12.45,4.61,14.32,17.26
213051464,Point Cook - East,1151,10.09,2.51,12.57,18.68
213051465,Point Cook - North,4952,10.89,5.62,11.06,14.69
213051466,Point Cook - South,1142,9.03,2.22,10.74,15.46
213051467,Werribee - East,2196,12.43,5.03,11.01,19.1
213051468,Werribee - West,1038,14.94,5.3,25.8,20.31
214011370,Carrum Downs,10242,16.86,12.83,15.85,16.83
214011371,Frankston,15081,15.39,10.51,17.07,15.43
214011372,Frankston North,3865,12.16,7.29,12.91,15
214011373,Frankston South,2529,9.19,4.44,12.41,12.91
214011374,Langwarrin,3960,10.84,6.02,13.13,14.1
214011375,Seaford (Vic.),5919,15.04,10.44,14.61,15.93
214011376,Skye - Sandhurst,1157,10.04,4.08,13.9,15.81
214021377,Dromana,2823,15.15,10.23,18.59,18.54
214021378,Flinders,2802,20.27,14.2,24.25,22.97
214021379,Hastings - Somers,7457,16.26,9.46,19.73,20.53
214021380,Mornington,12426,14.54,10.81,17.08,16.66
214021381,Mount Eliza,4273,9.62,5.47,12.19,12.66
214021382,Mount Martha,2606,8.94,2.45,13.95,15.95
214021383,Point Nepean,4117,15.46,6.7,14.45,24.17
214021384,Rosebud - McCrae,6171,14.44,6.37,19.06,19.08
214021385,Somerville,6392,14.39,10.92,14.68,16.07
215011386,Ararat,3777,19.28,3.18,18.69,36.98
215011387,Ararat Region,972,26.45,6.1,37.22,41.7
215011388,Horsham,7762,10.19,2.83,4.31,23.17
215011389,Horsham Region,1027,16.28,7.42,25.97,22.86
215011390,Nhill Region,2642,18.7,4.24,31.21,28.06
215011391,St Arnaud,1352,15.25,1.44,15.48,32.05
215011392,Stawell,3337,14.8,2.47,16.31,31.26
215011393,West Wimmera,1129,19.92,1.84,33.83,28.73
215011394,Yarriambiack,2498,20.96,1.93,33.04,33.77
215021395,Irymple,1785,7.29,6.06,7.13,12.3
215021396,Merbein,1056,8.21,7.87,10.25,10.1
215021398,Mildura Region,1888,32.32,16.95,49.71,42.87
215021399,Red Cliffs,1444,10.7,9.34,15.14,10.83
215021469,Mildura - North,11345,7.12,4.54,5.41,12.58
215021470,Mildura - South,3505,6.02,3.98,5.59,9.37
215031400,Buloke,2410,22.95,1.55,35.18,37.02
215031401,Gannawarra,2158,16.45,3.24,23.93,26.96
215031402,Kerang,1731,13.37,2.08,21.21,24.6
215031403,Robinvale,1200,15.26,4.27,8.9,29.73
215031404,Swan Hill,5643,11.47,2.93,8.14,25.54
215031405,Swan Hill Region,1776,38.29,16.03,57.17,51.21
216011406,Echuca,7869,14.64,4.47,9.14,28.87
216011407,Kyabram,3901,15.4,3.77,18.79,27.39
216011408,Lockington - Gunbower,884,18.49,5.82,30,30.07
216011409,Rochester,1443,16.79,3,25.42,27.61
216011410,Rushworth,1152,23.3,10.05,34.65,34.19
216021411,Cobram,3344,16.83,5.32,18.25,28.42
216021412,Moira,602,17.19,10.56,27.38,24.53
216021413,Numurkah,4129,17.54,8.08,26.75,25.65
216021414,Yarrawonga,2340,12.77,3.35,5.63,27.44
216031415,Mooroopna,1566,13.63,6.86,9.92,24.93
216031416,Shepparton - North,13126,16.11,5.83,11.98,28.8
216031417,Shepparton - South,7482,14.11,5.18,7.05,27.56
216031418,Shepparton Region - East,1336,16.04,10.66,23.55,20.8
216031419,Shepparton Region - West,4311,18.52,14.59,21.82,25.98
217011420,Glenelg (Vic.),2516,17.29,3.7,25.23,25.63
217011421,Hamilton (Vic.),4970,13.56,2.72,8.54,27.28
217011422,Portland,5098,10.8,4.21,6.47,21.01
217011423,Southern Grampians,2106,18.14,1.26,30.16,28.95
217031471,Camperdown,1528,16.28,3.08,20.86,26.82
217031472,Colac,6649,14.3,3.38,10.9,26.18
217031473,Colac Region,1343,16.29,7.47,23.48,25.11
217031474,Corangamite - North,2122,24.99,8.77,40.92,34.84
217031475,Corangamite - South,3397,22.44,13.53,32.53,32.41
217031476,Otway,1356,21.6,1.46,27.05,42.77
217041477,Moyne - East,2126,16.71,5.55,24.49,27.85
217041478,Moyne - West,3147,16.79,9.83,24.92,25.3
217041479,Warrnambool - North,4351,8.48,3.5,4.93,19.28
217041480,Warrnambool - South,12025,10.11,3.87,7.7,19.91
301011001,Alexandra Hills,2281,8.71,4.53,11.18,13.97
301011002,Belmont - Gumdale,1630,12.31,7.11,14.09,19.49
301011003,Birkdale,2129,8.65,3.95,11.38,13.13
301011004,Capalaba,10502,13.53,9.28,12,15.65
301011005,Thorneside,395,10.73,6.29,14.23,15.27
301011006,Wellington Point,1817,8.03,3.7,9.91,13.22
301021007,Cleveland,9404,13.21,8.2,12.93,16.56
301021008,Ormiston,1567,9.89,5.4,10.02,14.39
301021009,Redland Bay,2288,11.79,5.11,15.96,17.68
301021011,Sheldon - Mount Cotton,2000,15.86,11.9,16.64,18.55
301021012,Thornlands,2223,9.84,5.44,12.13,14.06
301021013,Victoria Point,4213,10.66,6.51,10.25,13.29
301021527,Redland Islands,1557,14.58,4.07,18.6,22.56
301031014,Brisbane Port - Lytton,5824,34.72,27.5,25.52,28.32
301031015,Manly - Lota,1919,10.44,4.57,13.03,15.54
301031016,Manly West,1843,8.33,3.78,10.11,11.93
301031017,Murarrie,11682,23.49,18.93,20.2,20
301031018,Tingalpa,3803,18.01,13,19.41,18.92
301031019,Wakerley,1892,14.23,8.34,17,18.53
301031020,Wynnum,3844,12.01,5.59,15.17,15.76
301031021,Wynnum West - Hemmant,6863,18.91,14.64,22.29,19.78
302011022,Bald Hills,1261,13.51,9.14,12.14,17.12
302011023,Bridgeman Downs,662,6.2,0,6.79,13.21
302011024,Carseldine,2190,13.1,9.43,13.67,13.84
302011025,Everton Park,1794,9.96,5.7,9.2,15.04
302011026,McDowall,1699,8.69,6.04,10.04,10.55
302021027,Aspley,4250,11.85,7.91,11.98,14.28
302021028,Chermside,14143,14.28,9.57,12.79,16.13
302021029,Chermside West,814,8.58,4.75,11.41,12.76
302021030,Geebung,6321,20.95,17.17,19.71,19.77
302021031,Kedron - Gordon Park,4090,14.54,9.19,16.86,17.7
302021032,Stafford,4305,13.99,9.06,14.21,15.66
302021033,Stafford Heights,830,8.88,4.33,9.99,13.89
302021034,Wavell Heights,1218,9.2,4.24,12.26,15.81
302031035,Boondall,1690,12.1,7.29,14.25,16.54
302031036,Brisbane Airport,20928,29.66,23.96,19.54,24.11
302031037,Eagle Farm - Pinkenba,11753,26.47,21.99,19.8,20.32
302031038,Northgate - Virginia,10012,20.22,16.27,18.17,19.56
302031039,Nudgee - Banyo,7341,22.78,18.86,18.65,21.64
302031040,Nundah,4792,12.92,9.17,15.13,14.9
302041041,Bracken Ridge,2226,10.11,5.02,12.05,16.47
302041042,Brighton (Qld),1420,9.78,6.62,13.13,13.64
302041043,Deagon,1131,18.08,11.04,16.91,24.22
302041044,Sandgate - Shorncliffe,2752,11.67,8.91,12.22,14.68
302041045,Taigum - Fitzgibbon,1721,10.08,5.42,13.28,13
302041046,Zillmere,2019,15.07,10.41,15.02,17.02
303011047,Camp Hill,1824,8.21,3.83,10.87,13.75
303011048,Cannon Hill,4789,17.1,11.43,16.59,18.72
303011049,Carina,2223,11.84,7.8,14.37,14.14
303011050,Carina Heights,1225,11.25,6.44,13.17,15.45
303011051,Carindale,5628,11.44,7.96,12.1,13.4
303021052,Annerley,2596,12.12,7.55,14.34,16.36
303021053,Coorparoo,5551,13.52,8.42,14.95,17.1
303021054,Fairfield - Dutton Park,2280,16.24,11.46,14.8,18.29
303021055,Greenslopes,6442,15.07,11.41,15.16,15.51
303021056,Holland Park,1831,11.5,5.95,14.23,16.88
303021057,Holland Park West,946,9.72,5.14,12.7,13.43
303021058,Woolloongabba,15496,16.51,12.51,14.68,16.91
303021059,Yeronga,4030,17.3,12.86,16.94,19.38
303031060,Eight Mile Plains,9135,19.05,15.3,16.68,18.55
303031061,Macgregor (Qld),1833,12.07,8.35,12.21,14.47
303031062,Mansfield (Qld),3918,16.17,12.33,16.63,17.45
303031063,Mount Gravatt,4601,13.73,10.01,15.11,15.07
303031064,Rochedale - Burbank,1771,18.52,12.45,17.91,24.39
303031065,Upper Mount Gravatt,10486,14.88,10.93,13.06,15.69
303031066,Wishart,1528,9.01,5.06,11.92,12.46
303041067,Coopers Plains,6821,18.27,13.88,15.62,17.4
303041068,Moorooka,2847,16.38,12.32,17.85,17.53
303041069,Robertson,2063,9.44,6.47,9.24,11.73
303041070,Salisbury - Nathan,7992,18.55,14.09,15.25,17.9
303041071,Tarragindi,1170,7.3,2.22,9.38,14.75
303051072,Algester,1020,9.27,4.15,11.22,13.82
303051073,Calamvale - Stretton,4086,12.99,8.15,15.47,15.33
303051074,Pallara - Willawong,6836,21.97,16.75,18.12,18.64
303051075,Parkinson - Drewvale,2443,13.2,8.47,16.78,15.38
303051076,Rocklea - Acacia Ridge,22901,22.49,17.88,17.57,19.32
303061077,Kuraby,715,7.35,2.83,9.98,11.83
303061078,Runcorn,1855,12.3,6.37,14.49,17.96
303061079,Sunnybank,2299,10.73,7.07,11.98,12.97
303061080,Sunnybank Hills,3260,9.32,5.23,10.52,11.95
304011081,Jindalee - Mount Ommaney,3287,12.07,9.26,14.23,13.22
304011082,Middle Park - Jamboree Heights,1022,8.22,2.86,11.49,12.74
304011083,Riverhills,236,6.06,0,9,11.53
304011084,Seventeen Mile Rocks - Sinnamon Park,3887,17.18,13.39,16.45,19.27
304011085,Westlake,261,3.9,0,1.02,9.59
304021086,Bellbowrie - Moggill,1125,8.62,1.92,12.1,15.63
304021087,Brookfield - Kenmore Hills,1966,14.16,10.19,18.59,17.56
304021088,Chapel Hill,1325,8,2.99,11.41,14.54
304021089,Fig Tree Pocket,691,11.63,7.62,17.49,15.72
304021090,Kenmore,1879,10.05,6.66,12.65,13.36
304021091,Pinjarra Hills - Pullenvale,1236,16.36,8.42,21.73,22.85
304031092,Chelmer - Graceville,1412,9.82,4.78,12.08,17.36
304031093,Corinda,1668,13.57,10.05,14.3,16.48
304031094,Indooroopilly,8272,12.71,9.11,12.72,15.23
304031095,Sherwood,1204,13.54,8.33,15.96,19.55
